"contrast","odds.ratio","SE","df","asymp.LCL","asymp.UCL","null","z.ratio","p.value","celltype","region","p_adj"
"Amyloid_effect",1.39105338148329,0.285563164001067,Inf,0.930260147217605,2.08009503139926,1,1.60781546572239,0.107875600216066,"Pericytes","Arteries",0.174370966837739
"Amyloid_effect",1.38079582453551,0.231611167829838,Inf,0.993919223650421,1.91826162900062,1,1.92360156438158,0.0544045448260061,"SMC","Arteries",0.126570025720636
"Amyloid_effect",0.9001176225892,0.171995992059198,Inf,0.618942406636633,1.30902605122562,1,-0.550706010411433,0.581835223757713,"VLMC1","Arteries",0.652790738850117
"Amyloid_effect",0.652641707896643,0.116907166175636,Inf,0.459409318674683,0.927149671484711,1,-2.38223060564279,0.0172081175756308,"VLMC2","Arteries",0.0853176826153775
"Amyloid_effect",0.750705454891679,0.232977125508704,Inf,0.408605362893646,1.37922487363635,1,-0.923947851226337,0.355513467654255,"Astrocytes1","Capillaries",0.563917914210198
"Amyloid_effect",0.589072242011951,0.216534645703482,Inf,0.286601777669207,1.21076048142834,1,-1.43968107040632,0.149957651328563,"Astrocytes2","Capillaries",0.344902598055695
"Amyloid_effect",1.18831832860887,0.282200416518197,Inf,0.746088714003668,1.8926709700917,1,0.726545421579227,0.467504472940371,"Astrocytes3","Capillaries",0.632506051625208
"Amyloid_effect",1.10431229750874,0.23929423311965,Inf,0.722178289594272,1.68864900537813,1,0.457900474149379,0.64702394623032,"Astrocytes4","Capillaries",0.826752820183186
"Amyloid_effect",1.09206468987178,0.333532488514222,Inf,0.600176512466006,1.98709090091608,1,0.288362503050496,0.773069267419702,"Astrocytes5","Capillaries",0.846694911935864
"Amyloid_effect",1.29244700192109,0.306102009614351,Inf,0.812484191469927,2.05594062052179,1,1.08317123899985,0.278732423168422,"Endothelial","Capillaries",0.474877461694348
"Amyloid_effect",0.798531602828011,0.223361058564133,Inf,0.461528464828895,1.38161081993388,1,-0.804322058528804,0.421211001459457,"ExNeuron1","Capillaries",0.613485784123088
"Amyloid_effect",2.02135925852704,0.411862164369828,Inf,1.355835159529,3.01356195354335,1,3.45400112745495,0.00055233506646249,"ExNeuron10","Capillaries",0.00624156342923679
"Amyloid_effect",1.61635073473475,0.327068661548124,Inf,1.08716365513863,2.40312457588956,1,2.37297179486591,0.0176456113287312,"ExNeuron11","Capillaries",0.0714981839053016
