ROI,Scan_ID,disease_status,pathology,region,celltype,rel_abundance
176,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes5,-0.00070358184
177,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes5,0.0015204655
178,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes5,0.005431899
179,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes5,0.005321058
180,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes5,0.0018719762
181,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes5,-0.0048756683
182,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes5,0.0047190185
183,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes5,0.008923426
0,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.017479038
1,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.022401953
2,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.021803062
3,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.022326916
4,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.013597114
5,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.017599002
6,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.008829001
7,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.005129833
8,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.0050978945
9,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.0061041764
10,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.011094395
11,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.012670301
12,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.012135933
13,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.005542701
14,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.005791317
15,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.0063059237
16,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.023554474
17,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.018800378
18,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.008281619
19,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.08487986
20,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.019490356
21,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.009410165
22,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.055679426
23,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.014879575
24,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.011263885
25,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.013097381
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.012657834
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.005359868
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.0051521147
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.014549523
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.02139907
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.010012435
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.0086894715
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.1379434
34,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.020841865
35,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.013678571
36,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.010441785
37,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.01050024
67,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.01978432
68,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.02427959
69,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.020218875
70,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.02167374
71,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.021301487
72,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.017838018
73,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.0022800877
74,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.029316733
75,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.02478997
76,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.018156689
77,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.022125965
78,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.02243447
79,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,-0.0037767312
80,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.010975059
81,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.02358823
82,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.021636011
83,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.011530301
84,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.014725761
85,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.030039648
86,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.0011892056
87,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.028921837
88,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.014503057
89,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.010898628
90,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.023321927
91,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.0149039235
92,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.00078978133
93,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.030266367
94,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.021204848
95,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.0254459
96,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.00057587586
97,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.015177973
98,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.03462159
99,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.024596931
100,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.0023624739
101,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.016125374
102,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.002503022
103,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.012519378
104,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.00389917
105,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.0006960284
106,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.0018350413
107,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.0038590566
108,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.0141199585
109,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.008218841
110,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.017042616
111,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.021445943
112,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.010585394
113,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.018384708
114,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.0032859936
115,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.014104519
116,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.0041140444
117,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.01041636
118,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.0039554117
119,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,-0.031934623
120,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.0037670871
121,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.0043956265
122,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.0075081713
123,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.005638313
124,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.0067262105
125,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.062433023
126,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.0041998373
127,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.0019818211
128,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.021248048
129,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.01697992
130,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.012481215
131,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.010305888
132,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.011328001
133,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.011890008
134,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.004505652
135,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.014320761
136,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.016417043
137,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.12732925
138,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,-0.037765205
139,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,Oligodendrocytes3,0.01919507
140,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.0052454537
141,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.054507017
142,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.1579422
143,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.040863756
144,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.03707456
145,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.001645339
146,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.030788118
147,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.022700451
148,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.020192353
149,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.020621771
150,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.012673489
151,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.019342296
152,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.021062369
153,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.011028016
154,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.018251112
155,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.023863887
156,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.02330158
157,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.017590107
158,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.022782996
159,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.024304986
160,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.022981986
161,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.019497955
162,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,-0.008262061
163,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.021641009
164,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Oligodendrocytes3,0.020939054
165,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.020336611
166,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.02430414
167,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.014271422
184,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,Oligodendrocytes3,0.022142101
185,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,Oligodendrocytes3,0.020316506
186,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,-0.0033112739
187,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.011367297
188,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Oligodendrocytes3,0.13929152
189,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,Oligodendrocytes3,0.02102475
38,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.021500355
39,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.0146024935
40,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.008070902
41,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.008195935
42,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.01859863
43,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.02174809
44,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.019744312
45,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.020941755
46,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes3,-0.0008795828
47,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.018690662
48,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.001868986
49,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.016020723
50,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.015094135
51,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.011074585
52,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.0057782726
53,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.016954046
54,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.022103498
55,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.021875842
56,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.021830812
57,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.022626149
58,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.020647611
59,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.020506872
60,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.021667788
61,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.020997075
62,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.0206365
63,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.02088058
64,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.02014118
65,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.019927986
66,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.020385133
168,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.007820608
169,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.010143127
170,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.016799085
171,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.014265559
172,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.014485219
173,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Oligodendrocytes3,0.010014011
174,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.017203826
175,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.0064145783
176,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.012018346
177,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Oligodendrocytes3,0.009749285
178,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.012267651
179,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.014228105
180,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.009036557
181,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.014525201
182,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,0.004747594
183,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Oligodendrocytes3,-0.000990323
0,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,0.017333198
1,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,0.02796095
2,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,0.020964684
3,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,0.01872429
4,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,0.004776147
5,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.0057398705
6,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.024401508
7,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.004396881
8,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.038328227
9,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron13,0.0045539797
10,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,ExNeuron13,0.025238812
11,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.022733418
12,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.018751156
13,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.023216352
14,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.031782452
15,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.028480556
16,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.019739345
17,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.021545185
18,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.0341421
19,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.106341735
20,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.023903003
21,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.105455585
22,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.64316237
23,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.007505633
24,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.010912971
25,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.047823984
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.007846374
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron13,0.02067034
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron13,0.030911317
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron13,0.029802747
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron13,-0.008758115
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.018891789
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.018423518
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.066659465
34,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.0062839584
35,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.023065243
36,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.026553413
37,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron13,0.011636008
67,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.014225944
68,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.013441906
69,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.012716362
70,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.007887744
71,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.011159657
72,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.018627688
73,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.0019978266
74,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.008275648
75,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.0062420433
76,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.03211141
77,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,-0.006781662
78,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron13,0.018615808
79,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron13,0.02205668
80,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron13,0.0213541
81,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron13,0.010773448
82,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron13,0.014722896
83,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron13,0.035902027
84,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.014207913
85,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.08645105
86,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.011103722
87,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.03161867
88,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.03899055
89,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.034315836
90,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron13,0.039154343
91,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.019005133
92,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.024892874
93,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.011394333
94,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.0016594218
95,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.004348653
96,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.0044956054
97,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,0.028254213
98,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron13,-0.048815858
